,,,,2-step,3-step,4-step,5-step,6-step,7-step,8-step,9-step,10-step
MSFT,American,330,0.75,54.957806818477,51.508472604604286,53.2984094056192,52.213277353675295,52.74528678162184,52.68987418857864,52.41520458542721,52.808655604972905,52.17970856914821
MSFT,European,330,1.0,53.72779470744858,49.706049401306345,52.9150175719698,49.576438085115136,52.25840136135663,50.76031395669755,51.775506848898004,51.25091138172243,51.40677790304727
MSFT,American,330,1.0,57.644328568018814,53.91311117089898,55.98026842761389,54.15415041867882,55.50851937598688,54.886506904652755,55.22943053792552,55.179634345073104,54.9869391246631
MSFT,European,350,0.25,60.32757414068281,62.0710195980149,61.74380089798277,61.06544910813564,61.90099879683121,61.706204069861684,61.548423926710456,61.86831847802223,61.59195693318821
MSFT,American,350,0.25,63.8599853515625,63.87010899842044,64.04157826366873,63.8599853515625,64.09326540701662,64.10030176654415,63.96839185630972,64.14382151517403,64.06382975740682
MSFT,European,350,0.5,64.03813891818606,62.97899072938445,61.41677327035645,63.2188732321934,62.272274034915846,62.73516045734644,62.79928358969205,62.16921084837509,62.89169341819491
MSFT,American,350,0.5,66.16409816954898,66.53902492898854,65.36415793069652,66.36675606132047,66.03493385134159,66.015530680213,66.18386420480574,65.75890115449516,66.11737468249709
MSFT,European,350,0.75,66.31652572757298,63.05269845543062,64.02670174145867,64.35301070148942,62.66507666850057,64.36171170282437,63.15269618134163,64.08189973888507,63.704967057840555
MSFT,American,350,0.75,69.46805572691889,68.33821294828873,67.94006875091432,68.7193400430318,67.62298879674671,68.41370867599973,67.91343105983137,68.07742032019529,68.09877401107123
MSFT,European,350,1.0,67.85941088906343,62.71386243694219,65.85470393641727,64.93013886001818,64.60254343878289,65.36064750199439,63.74756216782073,65.32506494360494,64.00944972182064
MSFT,American,350,1.0,72.01331043815307,69.69061205077386,70.52172336067116,70.57425334333884,69.79568328225066,70.3830809188905,69.44569897192619,70.25424801463994,69.69961023862791
AMZN,European,230,0.25,124.63289197736228,124.6328919773623,124.63289197736235,124.6328919773622,124.63289197736232,124.63289197736232,124.63289197736215,124.63289197736225,124.6328919773622
AMZN,American,230,0.25,127.48999786376953,127.48999786376953,127.48999786376953,127.48999786376953,127.48999786376953,127.48999786376953,127.48999786376953,127.48999786376953,127.48999786376953
AMZN,European,230,0.5,121.81127763028606,121.81127763028601,121.81127763028606,121.81127763028611,121.8112776302861,121.81127763028597,121.81127763028618,121.81372614468621,121.82113663067052
AMZN,American,230,0.5,127.48999786376953,127.48999786376953,127.48999786376953,127.48999786376953,127.48999786376953,127.48999786376953,127.48999786376953,127.48999786376953,127.48999786376953
AMZN,European,230,0.75,119.02471393955854,119.02471393955857,119.02471393955857,119.02471393955858,119.04405635181249,119.13615821083005,119.12989254203553,119.10149767733003,119.13846465133551
AMZN,American,230,0.75,127.48999786376953,127.48999786376953,127.48999786376953,127.48999786376953,127.48999786376953,127.48999786376953,127.48999786376953,127.48999786376953,127.48999786376953
AMZN,European,230,1.0,116.27276549893372,116.27276549893377,116.27276549893378,116.58041977280882,116.68823491390398,116.60754271902799,116.54056532696153,116.72326320010139,116.6842406282247
AMZN,American,230,1.0,127.48999786376953,127.48999786376953,127.48999786376953,127.48999786376953,127.48999786376953,127.48999786376953,127.48999786376953,127.48999786376953,127.48999786376953
AMZN,European,250,0.25,144.3844479872399,144.38444798723992,144.38444798723995,144.3844479872398,144.38444798723998,144.38444798723995,144.3844479872398,144.38444798723987,144.38444798723984
AMZN,American,250,0.25,147.48999786376953,147.48999786376953,147.48999786376953,147.48999786376953,147.48999786376953,147.48999786376953,147.48999786376953,147.48999786376953,147.48999786376953
AMZN,European,250,0.5,141.31747587085272,141.3174758708527,141.3174758708527,141.31747587085277,141.31747587085275,141.3174758708526,141.31747587085283,141.31747587085277,141.31747587085252
AMZN,American,250,0.5,147.48999786376953,147.48999786376953,147.48999786376953,147.48999786376953,147.48999786376953,147.48999786376953,147.48999786376953,147.48999786376953,147.48999786376953
AMZN,European,250,0.75,138.28860229397498,138.288602293975,138.28860229397503,138.28860229397498,138.28860229397498,138.28860229397503,138.32915089000235,138.3333671735172,138.32301944401092
AMZN,American,250,0.75,147.48999786376953,147.48999786376953,147.48999786376953,147.48999786376953,147.48999786376953,147.48999786376953,147.48999786376953,147.48999786376953,147.48999786376953
AMZN,European,250,1.0,135.29735398894803,135.29735398894803,135.2973539889481,135.29735398894812,135.45752631556766,135.50602960401082,135.4646276841873,135.4278381859457,135.53485147100906
AMZN,American,250,1.0,147.48999786376953,147.48999786376953,147.48999786376953,147.48999786376953,147.48999786376953,147.48999786376953,147.48999786376953,147.48999786376953,147.48999786376953
AMZN,European,270,0.25,164.1360039971175,164.13600399711754,164.13600399711757,164.13600399711746,164.1360039971176,164.1360039971176,164.13600399711743,164.1360039971175,164.13600399711746
AMZN,American,270,0.25,167.48999786376953,167.48999786376953,167.48999786376953,167.48999786376953,167.48999786376953,167.48999786376953,167.48999786376953,167.48999786376953,167.48999786376953
AMZN,European,270,0.5,160.8236741114194,160.82367411141934,160.82367411141936,160.82367411141942,160.8236741114194,160.8236741114193,160.82367411141948,160.8236741114194,160.8236741114192
AMZN,American,270,0.5,167.48999786376953,167.48999786376953,167.48999786376953,167.48999786376953,167.48999786376953,167.48999786376953,167.48999786376953,167.48999786376953,167.48999786376953
AMZN,European,270,0.75,157.55249064839143,157.55249064839143,157.55249064839145,157.55249064839143,157.55249064839143,157.55249064839154,157.5524906483915,157.5652366697044,157.57103711958482
AMZN,American,270,0.75,167.48999786376953,167.48999786376953,167.48999786376953,167.48999786376953,167.48999786376953,167.48999786376953,167.48999786376953,167.48999786376953,167.48999786376953
AMZN,European,270,1.0,154.3219424789623,154.32194247896228,154.32194247896237,154.32194247896243,154.32194247896228,154.4045164889937,154.4268762852649,154.4057385221017,154.38546231379334
AMZN,American,270,1.0,167.48999786376953,167.48999786376953,167.48999786376953,167.48999786376953,167.48999786376953,167.48999786376953,167.48999786376953,167.48999786376953,167.48999786376953
AMZN,European,290,0.25,183.88756000699513,183.8875600069952,183.88756000699522,183.8875600069951,183.88756000699522,183.88756000699522,183.88756000699502,183.88756000699513,183.8875600069951
AMZN,American,290,0.25,187.48999786376953,187.48999786376953,187.48999786376953,187.48999786376953,187.48999786376953,187.48999786376953,187.48999786376953,187.48999786376953,187.48999786376953
AMZN,European,290,0.5,180.32987235198604,180.329872351986,180.32987235198598,180.32987235198613,180.32987235198604,180.32987235198593,180.32987235198618,180.32987235198607,180.32987235198584
AMZN,American,290,0.5,187.48999786376953,187.48999786376953,187.48999786376953,187.48999786376953,187.48999786376953,187.48999786376953,187.48999786376953,187.48999786376953,187.48999786376953
AMZN,European,290,0.75,176.81637900280785,176.8163790028079,176.8163790028079,176.81637900280785,176.81637900280785,176.81637900280793,176.8163790028079,176.81637900280796,176.81905479515865
AMZN,American,290,0.75,187.48999786376953,187.48999786376953,187.48999786376953,187.48999786376953,187.48999786376953,187.48999786376953,187.48999786376953,187.48999786376953,187.48999786376953
AMZN,European,290,1.0,173.34653096897657,173.3465309689766,173.34653096897665,173.34653096897674,173.34653096897657,173.34653096897665,173.38912488634253,173.39948706116047,173.38865932284546
AMZN,American,290,1.0,187.48999786376953,187.48999786376953,187.48999786376953,187.48999786376953,187.48999786376953,187.48999786376953,187.48999786376953,187.48999786376953,187.48999786376953
AMZN,European,310,0.25,203.63911601687278,203.6391160168728,203.63911601687286,203.63911601687272,203.63911601687286,203.63911601687286,203.63911601687263,203.6391160168728,203.6391160168727
AMZN,American,310,0.25,207.48999786376953,207.48999786376953,207.48999786376953,207.48999786376953,207.48999786376953,207.48999786376953,207.48999786376953,207.48999786376953,207.48999786376953
AMZN,European,310,0.5,199.83607059255272,199.83607059255266,199.83607059255263,199.83607059255274,199.83607059255272,199.83607059255257,199.83607059255286,199.83607059255272,199.8360705925525
AMZN,American,310,0.5,207.48999786376953,207.48999786376953,207.48999786376953,207.48999786376953,207.48999786376953,207.48999786376953,207.48999786376953,207.48999786376953,207.48999786376953
AMZN,European,310,0.75,196.0802673572243,196.0802673572243,196.08026735722433,196.08026735722433,196.08026735722422,196.08026735722436,196.08026735722436,196.08026735722433,196.08026735722427
AMZN,American,310,0.75,207.48999786376953,207.48999786376953,207.48999786376953,207.48999786376953,207.48999786376953,207.48999786376953,207.48999786376953,207.48999786376953,207.48999786376953
AMZN,European,310,1.0,192.37111945899082,192.37111945899085,192.37111945899093,192.37111945899105,192.37111945899088,192.37111945899093,192.37111945899082,192.39323560021933,192.39798221093224
AMZN,American,310,1.0,207.48999786376953,207.48999786376953,207.48999786376953,207.48999786376953,207.48999786376953,207.48999786376953,207.48999786376953,207.48999786376953,207.48999786376953
AMZN,European,330,0.25,223.39067202675037,223.39067202675045,223.3906720267505,223.39067202675028,223.3906720267505,223.39067202675045,223.39067202675025,223.39067202675037,223.39067202675034
AMZN,American,330,0.25,227.48999786376953,227.48999786376953,227.48999786376953,227.48999786376953,227.48999786376953,227.48999786376953,227.48999786376953,227.48999786376953,227.48999786376953
AMZN,European,330,0.5,219.34226883311936,219.3422688331193,219.3422688331193,219.34226883311936,219.34226883311936,219.34226883311922,219.34226883311948,219.34226883311933,219.34226883311916
AMZN,American,330,0.5,227.48999786376953,227.48999786376953,227.48999786376953,227.48999786376953,227.48999786376953,227.48999786376953,227.48999786376953,227.48999786376953,227.48999786376953
AMZN,European,330,0.75,215.34415571164072,215.34415571164075,215.34415571164078,215.34415571164072,215.3441557116407,215.3441557116408,215.3441557116408,215.34415571164084,215.34415571164067
AMZN,American,330,0.75,227.48999786376953,227.48999786376953,227.48999786376953,227.48999786376953,227.48999786376953,227.48999786376953,227.48999786376953,227.48999786376953,227.48999786376953
AMZN,European,330,1.0,211.39570794900513,211.39570794900513,211.3957079490052,211.3957079490053,211.3957079490051,211.39570794900524,211.39570794900513,211.39570794900493,211.40730509901908
AMZN,American,330,1.0,227.48999786376953,227.48999786376953,227.48999786376953,227.48999786376953,227.48999786376953,227.48999786376953,227.48999786376953,227.48999786376953,227.48999786376953
AMZN,European,350,0.25,243.14222803662804,243.14222803662804,243.14222803662815,243.14222803662798,243.14222803662815,243.14222803662813,243.1422280366279,243.14222803662798,243.14222803662796
AMZN,American,350,0.25,247.48999786376953,247.48999786376953,247.48999786376953,247.48999786376953,247.48999786376953,247.48999786376953,247.48999786376953,247.48999786376953,247.48999786376953
AMZN,European,350,0.5,238.84846707368598,238.84846707368598,238.84846707368595,238.84846707368604,238.84846707368604,238.84846707368587,238.84846707368618,238.84846707368598,238.84846707368573
AMZN,American,350,0.5,247.48999786376953,247.48999786376953,247.48999786376953,247.48999786376953,247.48999786376953,247.48999786376953,247.48999786376953,247.48999786376953,247.48999786376953
AMZN,European,350,0.75,234.60804406605715,234.6080440660572,234.6080440660572,234.60804406605715,234.60804406605712,234.60804406605723,234.6080440660572,234.6080440660572,234.60804406605715
AMZN,American,350,0.75,247.48999786376953,247.48999786376953,247.48999786376953,247.48999786376953,247.48999786376953,247.48999786376953,247.48999786376953,247.48999786376953,247.48999786376953
AMZN,European,350,1.0,230.42029643901938,230.4202964390194,230.42029643901944,230.42029643901958,230.42029643901944,230.42029643901952,230.42029643901938,230.42029643901918,230.42029643901955
AMZN,American,350,1.0,247.48999786376953,247.48999786376953,247.48999786376953,247.48999786376953,247.48999786376953,247.48999786376953,247.48999786376953,247.48999786376953,247.48999786376953
GOOG,European,230,0.25,117.68289502912006,117.68289502912013,117.68289502912016,117.68289502911996,117.68289502912013,117.68289502912006,117.68289502912,117.68289502912022,117.68289502912016
GOOG,American,230,0.25,120.54000091552734,120.54000091552734,120.54000091552734,120.54000091552734,120.54000091552734,120.54000091552734,120.54000091552734,120.54000091552734,120.54000091552734
GOOG,European,230,0.5,114.86128068204385,114.86128068204384,114.86128068204384,114.8612806820439,114.86128068204395,114.86128068204378,114.87620852575478,114.88730503178694,114.88334971680152
GOOG,American,230,0.5,120.54000091552734,120.54000091552734,120.54000091552734,120.54000091552734,120.54000091552734,120.54000091552734,120.54000091552734,120.54000091552734,120.54000091552734
GOOG,European,230,0.75,112.07471699131634,112.0747169913164,112.07471699131636,112.07471699131638,112.28030871345862,112.2842776679149,112.23142042701353,112.27260711806929,112.32145737851789
GOOG,American,230,0.75,120.54000091552734,120.54000091552734,120.54000091552734,120.54000091552734,120.54000091552734,120.54000091552734,120.54000091552734,120.54000091552734,120.54000091552734
GOOG,European,230,1.0,109.32276855069152,109.32276855069162,109.55572546386192,110.01149842754606,109.94179319754909,109.76576911148608,110.01560403527999,110.02432996695075,109.88058781071126
GOOG,American,230,1.0,120.54000091552734,120.54000091552734,120.54000091552734,120.54000091552734,120.54000091552734,120.54000091552734,120.54000091552734,120.54000091552734,120.54000091552734
GOOG,European,250,0.25,137.43445103899765,137.43445103899776,137.43445103899782,137.4344510389976,137.4344510389978,137.43445103899768,137.4344510389976,137.43445103899788,137.4344510389978
GOOG,American,250,0.25,140.54000091552734,140.54000091552734,140.54000091552734,140.54000091552734,140.54000091552734,140.54000091552734,140.54000091552734,140.54000091552734,140.54000091552734
GOOG,European,250,0.5,134.36747892261053,134.3674789226105,134.3674789226105,134.36747892261053,134.36747892261064,134.36747892261047,134.36747892261067,134.36747892261062,134.3728658459527
GOOG,American,250,0.5,140.54000091552734,140.54000091552734,140.54000091552734,140.54000091552734,140.54000091552734,140.54000091552734,140.54000091552734,140.54000091552734,140.54000091552734
GOOG,European,250,0.75,131.33860534573276,131.33860534573282,131.33860534573282,131.33860534573282,131.33860534573273,131.416811269329,131.43024474934975,131.41012916614528,131.40421804211175
GOOG,American,250,0.75,140.54000091552734,140.54000091552734,140.54000091552734,140.54000091552734,140.54000091552734,140.54000091552734,140.54000091552734,140.54000091552734,140.54000091552734
GOOG,European,250,1.0,128.3473570407058,128.34735704070584,128.3473570407059,128.51547200771523,128.70935962992684,128.66333711172976,128.57146723391276,128.72678766723334,128.72995935839674
GOOG,American,250,1.0,140.54000091552734,140.54000091552734,140.54000091552734,140.54000091552734,140.54000091552734,140.54000091552734,140.54000091552734,140.54000091552734,140.54000091552734
GOOG,European,270,0.25,157.1860070488753,157.18600704887538,157.18600704887544,157.1860070488752,157.1860070488754,157.18600704887533,157.1860070488753,157.18600704887552,157.18600704887547
GOOG,American,270,0.25,160.54000091552734,160.54000091552734,160.54000091552734,160.54000091552734,160.54000091552734,160.54000091552734,160.54000091552734,160.54000091552734,160.54000091552734
GOOG,European,270,0.5,153.87367716317715,153.87367716317715,153.87367716317712,153.8736771631772,153.87367716317726,153.87367716317715,153.87367716317735,153.87367716317726,153.8736771631769
GOOG,American,270,0.5,160.54000091552734,160.54000091552734,160.54000091552734,160.54000091552734,160.54000091552734,160.54000091552734,160.54000091552734,160.54000091552734,160.54000091552734
GOOG,European,270,0.75,150.60249370014918,150.60249370014927,150.60249370014927,150.60249370014927,150.60249370014915,150.6024937001493,150.62906907168596,150.6417707886113,150.63490542680452
GOOG,American,270,0.75,160.54000091552734,160.54000091552734,160.54000091552734,160.54000091552734,160.54000091552734,160.54000091552734,160.54000091552734,160.54000091552734,160.54000091552734
GOOG,European,270,1.0,147.37194553072007,147.37194553072013,147.37194553072013,147.37194553072024,147.47692606230467,147.56090511197348,147.53323079609982,147.48549863226265,147.57933090608225
GOOG,American,270,1.0,160.54000091552734,160.54000091552734,160.54000091552734,160.54000091552734,160.54000091552734,160.54000091552734,160.54000091552734,160.54000091552734,160.54000091552734
GOOG,European,290,0.25,176.93756305875294,176.93756305875306,176.93756305875306,176.93756305875283,176.93756305875303,176.93756305875294,176.9375630587529,176.93756305875308,176.93756305875308
GOOG,American,290,0.25,180.54000091552734,180.54000091552734,180.54000091552734,180.54000091552734,180.54000091552734,180.54000091552734,180.54000091552734,180.54000091552734,180.54000091552734
GOOG,European,290,0.5,173.37987540374385,173.37987540374377,173.37987540374374,173.3798754037439,173.3798754037439,173.3798754037437,173.37987540374402,173.37987540374394,173.37987540374348
GOOG,American,290,0.5,180.54000091552734,180.54000091552734,180.54000091552734,180.54000091552734,180.54000091552734,180.54000091552734,180.54000091552734,180.54000091552734,180.54000091552734
GOOG,European,290,0.75,169.8663820545656,169.86638205456566,169.8663820545657,169.8663820545657,169.86638205456555,169.86638205456572,169.8663820545657,169.87341241107734,169.88280412654376
GOOG,American,290,0.75,180.54000091552734,180.54000091552734,180.54000091552734,180.54000091552734,180.54000091552734,180.54000091552734,180.54000091552734,180.54000091552734,180.54000091552734
GOOG,European,290,1.0,166.39653402073438,166.39653402073444,166.39653402073446,166.39653402073452,166.39653402073435,166.4584731122172,166.49499435828687,166.47899291257505,166.4542021369864
GOOG,American,290,1.0,180.54000091552734,180.54000091552734,180.54000091552734,180.54000091552734,180.54000091552734,180.54000091552734,180.54000091552734,180.54000091552734,180.54000091552734
GOOG,European,310,0.25,196.68911906863056,196.68911906863065,196.6891190686307,196.68911906863042,196.68911906863067,196.68911906863053,196.68911906863053,196.68911906863076,196.68911906863076
GOOG,American,310,0.25,200.54000091552734,200.54000091552734,200.54000091552734,200.54000091552734,200.54000091552734,200.54000091552734,200.54000091552734,200.54000091552734,200.54000091552734
GOOG,European,310,0.5,192.8860736443105,192.88607364431047,192.88607364431041,192.88607364431053,192.88607364431064,192.88607364431041,192.88607364431067,192.88607364431058,192.88607364431016
GOOG,American,310,0.5,200.54000091552734,200.54000091552734,200.54000091552734,200.54000091552734,200.54000091552734,200.54000091552734,200.54000091552734,200.54000091552734,200.54000091552734
GOOG,European,310,0.75,189.13027040898206,189.1302704089821,189.1302704089821,189.13027040898214,189.13027040898197,189.1302704089822,189.1302704089821,189.13027040898226,189.1307028262829
GOOG,American,310,0.75,200.54000091552734,200.54000091552734,200.54000091552734,200.54000091552734,200.54000091552734,200.54000091552734,200.54000091552734,200.54000091552734,200.54000091552734
GOOG,European,310,1.0,185.4211225107486,185.4211225107487,185.42112251074872,185.4211225107488,185.4211225107487,185.42112251074855,185.456757920474,185.47248719288746,185.4633924673081
GOOG,American,310,1.0,200.54000091552734,200.54000091552734,200.54000091552734,200.54000091552734,200.54000091552734,200.54000091552734,200.54000091552734,200.54000091552734,200.54000091552734
GOOG,European,330,0.25,216.44067507850818,216.4406750785083,216.44067507850835,216.44067507850806,216.44067507850832,216.44067507850818,216.44067507850818,216.44067507850843,216.4406750785084
GOOG,American,330,0.25,220.54000091552734,220.54000091552734,220.54000091552734,220.54000091552734,220.54000091552734,220.54000091552734,220.54000091552734,220.54000091552734,220.54000091552734
GOOG,European,330,0.5,212.39227188487712,212.39227188487712,212.39227188487703,212.3922718848772,212.39227188487726,212.39227188487706,212.3922718848773,212.3922718848773,212.39227188487683
GOOG,American,330,0.5,220.54000091552734,220.54000091552734,220.54000091552734,220.54000091552734,220.54000091552734,220.54000091552734,220.54000091552734,220.54000091552734,220.54000091552734
GOOG,European,330,0.75,208.3941587633985,208.39415876339854,208.3941587633986,208.39415876339856,208.3941587633984,208.39415876339865,208.39415876339862,208.39415876339874,208.3941587633985
GOOG,American,330,0.75,220.54000091552734,220.54000091552734,220.54000091552734,220.54000091552734,220.54000091552734,220.54000091552734,220.54000091552734,220.54000091552734,220.54000091552734
GOOG,European,330,1.0,204.4457110007629,204.445711000763,204.445711000763,204.44571100076308,204.44571100076297,204.44571100076283,204.4457110007628,204.46598147319995,204.47258279762985
GOOG,American,330,1.0,220.54000091552734,220.54000091552734,220.54000091552734,220.54000091552734,220.54000091552734,220.54000091552734,220.54000091552734,220.54000091552734,220.54000091552734
GOOG,European,350,0.25,236.19223108838582,236.19223108838594,236.19223108838594,236.19223108838568,236.19223108838597,236.19223108838585,236.19223108838577,236.19223108838605,236.19223108838605
GOOG,American,350,0.25,240.54000091552734,240.54000091552734,240.54000091552734,240.54000091552734,240.54000091552734,240.54000091552734,240.54000091552734,240.54000091552734,240.54000091552734
GOOG,European,350,0.5,231.89847012544377,231.89847012544374,231.89847012544374,231.89847012544382,231.89847012544396,231.8984701254437,231.89847012544396,231.89847012544388,231.89847012544345
